epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,9405.06,0.96703,0.43196,1.01367,0.98443,0.9508,0.97747,0.72794,1.0253,0.35785,1.0238,0.006832,0.006832,0.006832
98,9479.78,0.97429,0.42551,1.01359,0.98053,0.95399,0.97812,0.72589,1.02689,0.35667,1.02468,0.006799,0.006799,0.006799
99,9555.94,0.97514,0.4303,1.01357,0.98538,0.95165,0.97781,0.72537,1.02901,0.35709,1.02522,0.006766,0.006766,0.006766
100,9631.41,0.97903,0.42717,1.0196,0.98537,0.95094,0.97896,0.72767,1.02841,0.35795,1.02542,0.006733,0.006733,0.006733
101,9707.14,0.96924,0.42486,1.01127,0.97994,0.95702,0.97892,0.7279,1.02802,0.35781,1.02624,0.0067,0.0067,0.0067
102,9782.25,0.97304,0.42943,1.0133,0.98259,0.95135,0.97909,0.72622,1.02867,0.3586,1.02746,0.006667,0.006667,0.006667
103,9857.61,0.96795,0.4279,1.01178,0.98262,0.95313,0.9787,0.72758,1.02845,0.35807,1.02776,0.006634,0.006634,0.006634
104,9933.76,0.9695,0.42882,1.01004,0.98307,0.95241,0.97938,0.72851,1.02743,0.35764,1.0272,0.006601,0.006601,0.006601
105,10009.7,0.96257,0.42217,1.00646,0.98266,0.95531,0.97926,0.72727,1.02659,0.35631,1.02612,0.006568,0.006568,0.006568
106,10084.7,0.96189,0.41916,1.00896,0.97991,0.95529,0.9788,0.72767,1.02561,0.35522,1.02578,0.006535,0.006535,0.006535
107,10159.6,0.96185,0.42218,1.00567,0.97961,0.95718,0.9792,0.72675,1.02645,0.35514,1.0247,0.006502,0.006502,0.006502
108,10234.9,0.96484,0.42173,1.00713,0.98047,0.9549,0.97862,0.72619,1.02876,0.35485,1.02491,0.006469,0.006469,0.006469
109,10309.6,0.95621,0.41848,1.00789,0.97983,0.95399,0.97897,0.72646,1.02894,0.35396,1.02416,0.006436,0.006436,0.006436
110,10384.8,0.95706,0.41837,1.01093,0.9799,0.95491,0.97881,0.72729,1.02866,0.35379,1.02443,0.006403,0.006403,0.006403
111,10459.5,0.95793,0.42348,1.00516,0.97817,0.95399,0.97879,0.72671,1.02833,0.35518,1.02409,0.00637,0.00637,0.00637
112,10534.1,0.96273,0.42138,1.00562,0.98034,0.95438,0.9787,0.72626,1.02887,0.35536,1.02392,0.006337,0.006337,0.006337
113,10609.6,0.95332,0.41541,1.00581,0.97991,0.95528,0.9789,0.72677,1.02813,0.35378,1.02352,0.006304,0.006304,0.006304
114,10684.8,0.94779,0.41174,1.00249,0.98091,0.95399,0.97789,0.72741,1.02791,0.35433,1.02373,0.006271,0.006271,0.006271
115,10760.2,0.95445,0.41827,0.99832,0.97897,0.95416,0.97812,0.72831,1.02837,0.35488,1.02351,0.006238,0.006238,0.006238
116,10835.7,0.94951,0.41395,1.00157,0.97807,0.95515,0.97881,0.72772,1.02944,0.35629,1.02367,0.006205,0.006205,0.006205
117,10911.1,0.95141,0.41263,1.00511,0.97855,0.95618,0.97871,0.7279,1.0299,0.35634,1.02423,0.006172,0.006172,0.006172
118,10986.8,0.94461,0.41292,1.00377,0.97671,0.95544,0.97785,0.72937,1.02896,0.35684,1.02311,0.006139,0.006139,0.006139
119,11063.1,0.94443,0.4102,0.9978,0.97585,0.95444,0.97828,0.7297,1.02842,0.35631,1.02208,0.006106,0.006106,0.006106
120,11139,0.943,0.41091,1.00051,0.97714,0.95426,0.97866,0.72965,1.02819,0.35416,1.02176,0.006073,0.006073,0.006073
121,11215,0.94126,0.40651,0.99252,0.98424,0.94852,0.9785,0.72851,1.02853,0.35418,1.02129,0.00604,0.00604,0.00604
122,11290.9,0.93548,0.40556,0.9937,0.98391,0.947,0.97786,0.72782,1.02921,0.35491,1.02145,0.006007,0.006007,0.006007
123,11365.6,0.93333,0.40771,0.99691,0.98167,0.95163,0.97845,0.72776,1.02939,0.35492,1.02177,0.005974,0.005974,0.005974
124,11440.7,0.93503,0.40823,0.99844,0.98124,0.95331,0.97892,0.72752,1.02927,0.35389,1.02208,0.005941,0.005941,0.005941
125,11515.8,0.93684,0.40456,0.99618,0.98217,0.95346,0.97874,0.72699,1.02994,0.35313,1.02226,0.005908,0.005908,0.005908
126,11590.7,0.93996,0.40918,0.99819,0.97973,0.95353,0.97848,0.72699,1.03017,0.35226,1.02214,0.005875,0.005875,0.005875
127,11665.3,0.93494,0.40459,1.00024,0.97987,0.95377,0.97894,0.72721,1.03034,0.35231,1.02245,0.005842,0.005842,0.005842
128,11740.3,0.93373,0.40399,0.99848,0.9817,0.95303,0.97848,0.72692,1.03022,0.35194,1.02266,0.005809,0.005809,0.005809
129,11816.4,0.92454,0.40441,0.99271,0.9754,0.95726,0.97825,0.72732,1.02955,0.35144,1.02256,0.005776,0.005776,0.005776
130,11892.4,0.93054,0.40555,0.99922,0.97762,0.95527,0.9783,0.72726,1.02967,0.351,1.02287,0.005743,0.005743,0.005743
131,11968.1,0.92713,0.40316,0.99363,0.97679,0.95581,0.97885,0.72729,1.03031,0.35117,1.02297,0.00571,0.00571,0.00571
132,12044,0.92825,0.4025,0.99651,0.97853,0.95516,0.97882,0.72728,1.03021,0.35133,1.02267,0.005677,0.005677,0.005677
133,12119.2,0.92142,0.40036,0.99106,0.97831,0.9549,0.97868,0.72706,1.03024,0.35112,1.02272,0.005644,0.005644,0.005644
134,12194.9,0.9146,0.39247,0.99151,0.97853,0.95492,0.97895,0.72751,1.03033,0.35027,1.02257,0.005611,0.005611,0.005611
135,12270,0.92245,0.39741,0.99785,0.97942,0.95411,0.97848,0.72663,1.03077,0.35035,1.02278,0.005578,0.005578,0.005578
